NC_000964.3	1036878	220.312961
NC_000964.3	1042514	163.439668
NC_000964.3	1015468	165.590486
NC_000964.3	458849	211.324921
NC_000964.3	306394	217.326416
NC_000964.3	59674	176.109864
NC_000964.3	55182	186.108749
NC_000964.3	15461	182.743217
NC_000964.3	13537	312.259605
NC_000964.3	12782	203.450774
NC_000964.3	25456	1783.077710
NC_000964.3	16270	1825.462468
NC_000964.3	685	633.595238
Kocuria_rhizophila_ATCC_9341	840041	170.985933
Kocuria_rhizophila_ATCC_9341	583329	217.204329
Kocuria_rhizophila_ATCC_9341	487992	195.127812
Kocuria_rhizophila_ATCC_9341	309598	186.419908
Kocuria_rhizophila_ATCC_9341	273772	198.336285
Kocuria_rhizophila_ATCC_9341	118620	174.473192
Kocuria_rhizophila_ATCC_9341	69820	199.293427
Kocuria_rhizophila_ATCC_9341	5708	396.855305
GCF_000006765.1_ASM676v1_genomic	626582	144.024893
GCF_000006765.1_ASM676v1_genomic	433768	158.511716
GCF_000006765.1_ASM676v1_genomic	400768	126.848675
GCF_000006765.1_ASM676v1_genomic	380786	134.147684
GCF_000006765.1_ASM676v1_genomic	340765	151.704288
GCF_000006765.1_ASM676v1_genomic	301958	157.161723
GCF_000006765.1_ASM676v1_genomic	259985	169.074680
GCF_000006765.1_ASM676v1_genomic	236745	131.983064
GCF_000006765.1_ASM676v1_genomic	209364	139.124832
GCF_000006765.1_ASM676v1_genomic	211660	142.427437
GCF_000006765.1_ASM676v1_genomic	200503	138.449570
GCF_000006765.1_ASM676v1_genomic	188630	167.983961
GCF_000006765.1_ASM676v1_genomic	174237	131.409557
GCF_000006765.1_ASM676v1_genomic	168215	150.769277
GCF_000006765.1_ASM676v1_genomic	119310	165.096520
GCF_000006765.1_ASM676v1_genomic	68505	155.487575
GCF_000006765.1_ASM676v1_genomic	63224	139.556902
GCF_000006765.1_ASM676v1_genomic	47576	121.274696
GCF_000006765.1_ASM676v1_genomic	39654	122.562143
GCF_000006765.1_ASM676v1_genomic	41549	152.378247
GCF_000006765.1_ASM676v1_genomic	34652	119.332950
GCF_000006765.1_ASM676v1_genomic	38121	141.895366
GCF_000006765.1_ASM676v1_genomic	35063	122.035063
GCF_000006765.1_ASM676v1_genomic	22246	188.155329
GCF_000006765.1_ASM676v1_genomic	11398	275.872962
GCF_000006765.1_ASM676v1_genomic	22784	686.038823
GCF_000006765.1_ASM676v1_genomic	3816	156.373571
GCF_000006765.1_ASM676v1_genomic	6282	308.654893
GCF_000006765.1_ASM676v1_genomic	2138	163.275084
GCF_000006765.1_ASM676v1_genomic	2936	279.366596
GCF_000006765.1_ASM676v1_genomic	8274	1259.708459
GCF_000006765.1_ASM676v1_genomic	2510	258.589167
GCF_000006765.1_ASM676v1_genomic	824	660.360208
GCF_000005845.2_ASM584v2_genomic	269647	134.799350
GCF_000005845.2_ASM584v2_genomic	268491	135.516812
GCF_000005845.2_ASM584v2_genomic	264459	138.944653
GCF_000005845.2_ASM584v2_genomic	210555	138.003976
GCF_000005845.2_ASM584v2_genomic	189074	134.112293
GCF_000005845.2_ASM584v2_genomic	148070	138.247702
GCF_000005845.2_ASM584v2_genomic	140947	140.505140
GCF_000005845.2_ASM584v2_genomic	132867	138.195223
GCF_000005845.2_ASM584v2_genomic	132556	137.247908
GCF_000005845.2_ASM584v2_genomic	117595	136.627523
GCF_000005845.2_ASM584v2_genomic	112774	141.978256
GCF_000005845.2_ASM584v2_genomic	112343	137.720211
GCF_000005845.2_ASM584v2_genomic	107548	134.643935
GCF_000005845.2_ASM584v2_genomic	105741	140.135288
GCF_000005845.2_ASM584v2_genomic	105683	138.216477
GCF_000005845.2_ASM584v2_genomic	102431	135.001826
GCF_000005845.2_ASM584v2_genomic	102096	137.445256
GCF_000005845.2_ASM584v2_genomic	102078	139.854958
GCF_000005845.2_ASM584v2_genomic	88325	137.924312
GCF_000005845.2_ASM584v2_genomic	86960	135.712534
GCF_000005845.2_ASM584v2_genomic	83138	140.533410
GCF_000005845.2_ASM584v2_genomic	78604	135.805803
GCF_000005845.2_ASM584v2_genomic	76164	138.051469
GCF_000005845.2_ASM584v2_genomic	69726	137.774855
GCF_000005845.2_ASM584v2_genomic	67330	138.116314
GCF_000005845.2_ASM584v2_genomic	66129	139.326543
GCF_000005845.2_ASM584v2_genomic	60768	127.969364
