NC_000964.3	2086696	76.802883
NC_000964.3	1036878	91.032134
NC_000964.3	459001	101.485488
NC_000964.3	306394	92.020637
NC_000964.3	59674	53.474278
NC_000964.3	55241	67.415903
NC_000964.3	15461	60.807478
NC_000964.3	25456	412.314359
NC_000964.3	16270	403.328244
Kocuria_rhizophila_ATCC_9341	958637	286.203019
Kocuria_rhizophila_ATCC_9341	583319	523.650700
Kocuria_rhizophila_ATCC_9341	446480	378.478611
Kocuria_rhizophila_ATCC_9341	369098	293.415423
Kocuria_rhizophila_ATCC_9341	273772	372.690063
Kocuria_rhizophila_ATCC_9341	43508	466.256770
Kocuria_rhizophila_ATCC_9341	11001	325.807586
Kocuria_rhizophila_ATCC_9341	5708	1597.293676
Kocuria_rhizophila_ATCC_9341	3687	297.142249
Kocuria_rhizophila_ATCC_9341	2148	411.688351
GCF_000006765.1_ASM676v1_genomic	442117	165.245993
GCF_000006765.1_ASM676v1_genomic	400768	166.194133
GCF_000006765.1_ASM676v1_genomic	380786	159.212638
GCF_000006765.1_ASM676v1_genomic	340765	170.922413
GCF_000006765.1_ASM676v1_genomic	301878	195.973318
GCF_000006765.1_ASM676v1_genomic	259985	223.564858
GCF_000006765.1_ASM676v1_genomic	256636	202.124662
GCF_000006765.1_ASM676v1_genomic	236745	146.061175
GCF_000006765.1_ASM676v1_genomic	209364	138.053838
GCF_000006765.1_ASM676v1_genomic	200503	169.704233
GCF_000006765.1_ASM676v1_genomic	188731	189.535658
GCF_000006765.1_ASM676v1_genomic	183671	211.174032
GCF_000006765.1_ASM676v1_genomic	168215	161.388832
GCF_000006765.1_ASM676v1_genomic	144663	152.343172
GCF_000006765.1_ASM676v1_genomic	119310	217.801019
GCF_000006765.1_ASM676v1_genomic	68505	130.435513
GCF_000006765.1_ASM676v1_genomic	63224	162.250118
GCF_000006765.1_ASM676v1_genomic	47576	155.095329
GCF_000006765.1_ASM676v1_genomic	39680	167.128460
GCF_000006765.1_ASM676v1_genomic	41549	153.915790
GCF_000006765.1_ASM676v1_genomic	35063	142.408890
GCF_000006765.1_ASM676v1_genomic	29711	214.152630
GCF_000006765.1_ASM676v1_genomic	28541	148.790993
GCF_000006765.1_ASM676v1_genomic	6513	207.282595
GCF_000006765.1_ASM676v1_genomic	22784	430.674880
GCF_000006765.1_ASM676v1_genomic	11374	246.115234
GCF_000006765.1_ASM676v1_genomic	7444	322.388344
GCF_000006765.1_ASM676v1_genomic	6282	300.832145
GCF_000006765.1_ASM676v1_genomic	4438	286.564233
GCF_000006765.1_ASM676v1_genomic	2936	446.840764
GCF_000006765.1_ASM676v1_genomic	8274	1437.719033
GCF_000006765.1_ASM676v1_genomic	2510	275.635000
GCF_000006765.1_ASM676v1_genomic	904	379.345112
GCF_000006765.1_ASM676v1_genomic	879	134.141990
GCF_000006765.1_ASM676v1_genomic	824	782.395319
GCF_000005845.2_ASM584v2_genomic	269647	123.329213
GCF_000005845.2_ASM584v2_genomic	268491	126.110801
GCF_000005845.2_ASM584v2_genomic	204651	137.828530
GCF_000005845.2_ASM584v2_genomic	185116	104.470477
GCF_000005845.2_ASM584v2_genomic	179090	106.856380
GCF_000005845.2_ASM584v2_genomic	178214	113.145000
GCF_000005845.2_ASM584v2_genomic	148070	135.814695
GCF_000005845.2_ASM584v2_genomic	140947	109.088440
GCF_000005845.2_ASM584v2_genomic	132867	119.333328
GCF_000005845.2_ASM584v2_genomic	132556	139.743828
GCF_000005845.2_ASM584v2_genomic	121778	110.988137
GCF_000005845.2_ASM584v2_genomic	117595	126.938429
GCF_000005845.2_ASM584v2_genomic	112343	133.389374
GCF_000005845.2_ASM584v2_genomic	107548	107.925966
GCF_000005845.2_ASM584v2_genomic	105625	106.642171
GCF_000005845.2_ASM584v2_genomic	102431	106.202677
GCF_000005845.2_ASM584v2_genomic	102096	138.306453
GCF_000005845.2_ASM584v2_genomic	102078	109.340400
GCF_000005845.2_ASM584v2_genomic	88325	138.392274
GCF_000005845.2_ASM584v2_genomic	86960	106.805244
GCF_000005845.2_ASM584v2_genomic	86407	88.647165
GCF_000005845.2_ASM584v2_genomic	83926	137.124124
GCF_000005845.2_ASM584v2_genomic	78604	148.698583
GCF_000005845.2_ASM584v2_genomic	76165	128.174899
GCF_000005845.2_ASM584v2_genomic	69302	105.139385
GCF_000005845.2_ASM584v2_genomic	67330	131.589907
GCF_000005845.2_ASM584v2_genomic	63451	102.674632
GCF_000005845.2_ASM584v2_genomic	57777	96.919719
GCF_000005845.2_ASM584v2_genomic	57573	112.404263
GCF_000005845.2_ASM584v2_genomic	56613	102.724177
GCF_000005845.2_ASM584v2_genomic	54945	124.589032
GCF_000005845.2_ASM584v2_genomic	54855	119.630383
GCF_000005845.2_ASM584v2_genomic	53786	111.009901
GCF_000005845.2_ASM584v2_genomic	47733	137.867234
GCF_000005845.2_ASM584v2_genomic	43804	103.111454
GCF_000005845.2_ASM584v2_genomic	42727	117.387186
GCF_000005845.2_ASM584v2_genomic	42432	126.984137
GCF_000005845.2_ASM584v2_genomic	41279	79.620270
GCF_000005845.2_ASM584v2_genomic	40868	124.105187
GCF_000005845.2_ASM584v2_genomic	40160	106.529161
GCF_000005845.2_ASM584v2_genomic	35263	136.968615
GCF_000005845.2_ASM584v2_genomic	35183	112.495929
GCF_000005845.2_ASM584v2_genomic	34110	132.219733
GCF_000005845.2_ASM584v2_genomic	32928	105.185411
GCF_000005845.2_ASM584v2_genomic	32326	126.476310
GCF_000005845.2_ASM584v2_genomic	31581	128.600362
