NC_000964.3	1042225	207.063628
NC_000964.3	1042019	198.404050
NC_000964.3	976111	233.381681
NC_000964.3	459001	233.129438
NC_000964.3	306395	226.937768
NC_000964.3	70160	252.202154
NC_000964.3	59674	233.510341
NC_000964.3	55182	245.268816
NC_000964.3	15461	248.007010
NC_000964.3	25456	2268.274065
NC_000964.3	16270	2290.739186
NC_000964.3	685	732.525397
NC_000964.3	524	445.678038
Kocuria_rhizophila_ATCC_9341	583354	173.439161
Kocuria_rhizophila_ATCC_9341	489339	130.225642
Kocuria_rhizophila_ATCC_9341	420742	154.640576
Kocuria_rhizophila_ATCC_9341	304151	139.471549
Kocuria_rhizophila_ATCC_9341	216243	136.891968
Kocuria_rhizophila_ATCC_9341	210721	155.777637
Kocuria_rhizophila_ATCC_9341	112829	134.708331
Kocuria_rhizophila_ATCC_9341	75922	150.300253
Kocuria_rhizophila_ATCC_9341	67267	146.395377
Kocuria_rhizophila_ATCC_9341	63054	149.928130
Kocuria_rhizophila_ATCC_9341	58080	132.264964
Kocuria_rhizophila_ATCC_9341	38127	133.560254
Kocuria_rhizophila_ATCC_9341	26794	131.535672
Kocuria_rhizophila_ATCC_9341	6211	138.657245
Kocuria_rhizophila_ATCC_9341	11120	495.182380
Kocuria_rhizophila_ATCC_9341	5708	332.666309
GCF_000006765.1_ASM676v1_genomic	433768	130.185846
GCF_000006765.1_ASM676v1_genomic	453503	114.826848
GCF_000006765.1_ASM676v1_genomic	400768	103.762409
GCF_000006765.1_ASM676v1_genomic	380945	109.382118
GCF_000006765.1_ASM676v1_genomic	340765	123.054188
GCF_000006765.1_ASM676v1_genomic	301957	129.480536
GCF_000006765.1_ASM676v1_genomic	259985	139.012847
GCF_000006765.1_ASM676v1_genomic	203190	119.360942
GCF_000006765.1_ASM676v1_genomic	184391	134.389347
GCF_000006765.1_ASM676v1_genomic	174124	112.961291
GCF_000006765.1_ASM676v1_genomic	174237	107.918656
GCF_000006765.1_ASM676v1_genomic	153648	121.343147
GCF_000006765.1_ASM676v1_genomic	149173	105.552612
GCF_000006765.1_ASM676v1_genomic	123635	112.489830
GCF_000006765.1_ASM676v1_genomic	125286	116.825818
GCF_000006765.1_ASM676v1_genomic	119310	134.956122
GCF_000006765.1_ASM676v1_genomic	85731	114.642967
GCF_000006765.1_ASM676v1_genomic	88533	118.168882
GCF_000006765.1_ASM676v1_genomic	87564	107.085598
GCF_000006765.1_ASM676v1_genomic	68505	129.488683
GCF_000006765.1_ASM676v1_genomic	63224	112.440080
GCF_000006765.1_ASM676v1_genomic	47576	97.234730
GCF_000006765.1_ASM676v1_genomic	39561	98.331087
GCF_000006765.1_ASM676v1_genomic	42506	112.941921
GCF_000006765.1_ASM676v1_genomic	41549	121.749464
GCF_000006765.1_ASM676v1_genomic	38946	116.379085
