## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/N1_gc_bias_coli.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/N1_gc_bias_coli_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_N1_result_coli_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/N1_gc_bias_coli.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/NC_000913.3.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 08 16:08:50 CET 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	0	7	27	0	0			
All Reads	ALL	1	0	0	0	0	0			
All Reads	ALL	2	0	0	0	0	0			
All Reads	ALL	3	0	0	0	0	0			
All Reads	ALL	4	0	0	0	0	0			
All Reads	ALL	5	0	0	0	0	0			
All Reads	ALL	6	0	0	0	0	0			
All Reads	ALL	7	0	0	0	0	0			
All Reads	ALL	8	0	0	0	0	0			
All Reads	ALL	9	0	0	0	0	0			
All Reads	ALL	10	0	0	0	0	0			
All Reads	ALL	11	0	0	0	0	0			
All Reads	ALL	12	4	0	0	0	0			
All Reads	ALL	13	23	0	0	0	0			
All Reads	ALL	14	30	2	0	0,658618	0,465714			
All Reads	ALL	15	93	3	19	0,318686	0,183994			
All Reads	ALL	16	149	23	25	1,524989	0,317982			
All Reads	ALL	17	242	21	27	0,857293	0,187077			
All Reads	ALL	18	354	36	28	1,004672	0,167445			
All Reads	ALL	19	618	53	27	0,847252	0,116379			
All Reads	ALL	20	860	78	29	0,896027	0,101455			
All Reads	ALL	21	1358	113	27	0,822061	0,077333			
All Reads	ALL	22	1825	161	27	0,871542	0,068687			
All Reads	ALL	23	2782	225	29	0,799007	0,053267			
All Reads	ALL	24	3544	283	27	0,788893	0,046895			
All Reads	ALL	25	4714	312	26	0,653868	0,037018			
All Reads	ALL	26	6193	536	25	0,855045	0,036932			
All Reads	ALL	27	7831	641	25	0,80866	0,03194			
All Reads	ALL	28	10243	852	26	0,821746	0,028153			
All Reads	ALL	29	12543	1091	26	0,859307	0,026016			
All Reads	ALL	30	14966	1240	27	0,818542	0,023245			
All Reads	ALL	31	17568	2213	26	1,244469	0,026454			
All Reads	ALL	32	20117	5888	27	2,891544	0,037683			
All Reads	ALL	33	23580	9483	25	3,973078	0,040799			
All Reads	ALL	34	27649	8691	27	3,105385	0,03331			
All Reads	ALL	35	31545	13955	26	4,370433	0,036996			
All Reads	ALL	36	35836	3778	26	1,04152	0,016945			
All Reads	ALL	37	39757	6984	25	1,735465	0,020767			
All Reads	ALL	38	45667	4408	26	0,953596	0,014363			
All Reads	ALL	39	53199	4568	27	0,848297	0,012551			
All Reads	ALL	40	62666	5387	27	0,849259	0,011571			
All Reads	ALL	41	72394	6239	27	0,851408	0,010779			
All Reads	ALL	42	85093	7463	28	0,866453	0,01003			
All Reads	ALL	43	99490	8550	27	0,849008	0,009182			
All Reads	ALL	44	116387	11850	27	1,005863	0,00924			
All Reads	ALL	45	136105	15273	27	1,108601	0,00897			
All Reads	ALL	46	157904	53196	27	3,328212	0,01443			
All Reads	ALL	47	181671	18834	27	1,024194	0,007463			
All Reads	ALL	48	208706	17828	27	0,843904	0,00632			
All Reads	ALL	49	234616	19837	27	0,835302	0,005931			
All Reads	ALL	50	257779	21889	27	0,838887	0,00567			
All Reads	ALL	51	280055	23451	27	0,827262	0,005402			
All Reads	ALL	52	292413	24605	27	0,831289	0,0053			
All Reads	ALL	53	298623	25057	26	0,828955	0,005237			
All Reads	ALL	54	292850	24614	26	0,830352	0,005293			
All Reads	ALL	55	275721	22866	26	0,819305	0,005418			
All Reads	ALL	56	250394	20451	27	0,806893	0,005642			
All Reads	ALL	57	218855	17730	26	0,800345	0,006011			
All Reads	ALL	58	186373	15332	27	0,81272	0,006564			
All Reads	ALL	59	152666	12043	26	0,779323	0,007102			
All Reads	ALL	60	120341	9527	27	0,78211	0,008013			
All Reads	ALL	61	91537	7087	27	0,764876	0,009086			
All Reads	ALL	62	66898	5082	27	0,750493	0,010528			
All Reads	ALL	63	47716	3356	27	0,694837	0,011994			
All Reads	ALL	64	32960	2426	28	0,727158	0,014763			
All Reads	ALL	65	22040	1684	27	0,754841	0,018394			
All Reads	ALL	66	14283	1104	27	0,763616	0,022982			
All Reads	ALL	67	8624	584	27	0,669005	0,027684			
All Reads	ALL	68	5195	367	27	0,69792	0,036431			
All Reads	ALL	69	3164	198	28	0,618235	0,043936			
All Reads	ALL	70	1981	128	28	0,638338	0,056422			
All Reads	ALL	71	1187	55	25	0,457759	0,061724			
All Reads	ALL	72	707	47	24	0,656755	0,095798			
All Reads	ALL	73	415	16	31	0,380888	0,095222			
All Reads	ALL	74	171	10	26	0,577735	0,182696			
All Reads	ALL	75	64	1	0	0,154364	0,154364			
All Reads	ALL	76	44	1	0	0,224529	0,224529			
All Reads	ALL	77	61	4	0	0,647821	0,323911			
All Reads	ALL	78	61	7	0	1,133688	0,428494			
All Reads	ALL	79	42	1	0	0,235221	0,235221			
All Reads	ALL	80	9	2	22	2,195395	1,552379			
All Reads	ALL	81	0	0	0	0	0			
All Reads	ALL	82	0	0	0	0	0			
All Reads	ALL	83	0	0	0	0	0			
All Reads	ALL	84	0	0	0	0	0			
All Reads	ALL	85	0	0	0	0	0			
All Reads	ALL	86	0	0	0	0	0			
All Reads	ALL	87	0	0	0	0	0			
All Reads	ALL	88	0	0	0	0	0			
All Reads	ALL	89	0	0	0	0	0			
All Reads	ALL	90	0	0	0	0	0			
All Reads	ALL	91	0	0	0	0	0			
All Reads	ALL	92	0	0	0	0	0			
All Reads	ALL	93	0	0	0	0	0			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


