## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/N1_gc_bias_metagenome.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/N1_gc_bias_metagenome_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_N1_metagenome_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/N1_gc_bias_metagenome.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/metagenome.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Apr 27 19:14:29 CEST 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	0	25	33	0	0			
All Reads	ALL	1	0	0	0	0	0			
All Reads	ALL	2	0	0	0	0	0			
All Reads	ALL	3	0	0	0	0	0			
All Reads	ALL	4	0	0	0	0	0			
All Reads	ALL	5	0	0	0	0	0			
All Reads	ALL	6	0	0	0	0	0			
All Reads	ALL	7	0	0	0	0	0			
All Reads	ALL	8	0	0	0	0	0			
All Reads	ALL	9	0	0	0	0	0			
All Reads	ALL	10	2	0	0	0	0			
All Reads	ALL	11	3	0	0	0	0			
All Reads	ALL	12	18	1	19	0,125017	0,125017			
All Reads	ALL	13	61	2	22	0,07378	0,052171			
All Reads	ALL	14	99	6	26	0,136382	0,055678			
All Reads	ALL	15	232	11	24	0,106695	0,03217			
All Reads	ALL	16	414	45	27	0,244598	0,036463			
All Reads	ALL	17	657	62	23	0,212357	0,026969			
All Reads	ALL	18	1179	109	24	0,208043	0,019927			
All Reads	ALL	19	1961	175	26	0,200818	0,01518			
All Reads	ALL	20	2947	292	26	0,222969	0,013048			
All Reads	ALL	21	4428	420	25	0,213443	0,010415			
All Reads	ALL	22	6577	585	25	0,200156	0,008275			
All Reads	ALL	23	10038	890	25	0,199519	0,006688			
All Reads	ALL	24	13131	1216	26	0,20839	0,005976			
All Reads	ALL	25	16968	1470	26	0,194952	0,005085			
All Reads	ALL	26	22322	2026	25	0,204243	0,004538			
All Reads	ALL	27	28292	2611	25	0,207675	0,004064			
All Reads	ALL	28	36690	3516	26	0,215646	0,003637			
All Reads	ALL	29	47001	4794	26	0,229526	0,003315			
All Reads	ALL	30	58328	5963	26	0,230053	0,002979			
All Reads	ALL	31	70344	8219	26	0,262926	0,0029			
All Reads	ALL	32	83849	13301	26	0,356967	0,003095			
All Reads	ALL	33	101838	19504	26	0,430978	0,003086			
All Reads	ALL	34	119577	21264	27	0,400164	0,002744			
All Reads	ALL	35	138734	29662	26	0,481126	0,002794			
All Reads	ALL	36	159611	21475	26	0,302769	0,002066			
All Reads	ALL	37	181203	38836	24	0,482292	0,002447			
All Reads	ALL	38	205339	88985	24	0,975184	0,003269			
All Reads	ALL	39	232452	94382	25	0,913686	0,002974			
All Reads	ALL	40	262352	293487	27	2,517362	0,004647			
All Reads	ALL	41	289362	446525	26	3,472525	0,005197			
All Reads	ALL	42	317347	455140	23	3,227392	0,004784			
All Reads	ALL	43	342040	777299	19	5,113901	0,0058			
All Reads	ALL	44	365406	689522	22	4,246328	0,005114			
All Reads	ALL	45	387317	632700	22	3,675974	0,004621			
All Reads	ALL	46	406405	1148471	20	6,359195	0,005934			
All Reads	ALL	47	422871	391405	23	2,082858	0,003329			
All Reads	ALL	48	436752	349651	21	1,801528	0,003047			
All Reads	ALL	49	445505	176451	27	0,891277	0,002122			
All Reads	ALL	50	451658	53490	28	0,266504	0,001152			
All Reads	ALL	51	456692	73035	26	0,359873	0,001332			
All Reads	ALL	52	455090	152340	24	0,753282	0,00193			
All Reads	ALL	53	447841	262363	22	1,318317	0,002574			
All Reads	ALL	54	429853	165142	25	0,864527	0,002127			
All Reads	ALL	55	405343	164154	21	0,911318	0,002249			
All Reads	ALL	56	377543	321651	21	1,917165	0,00338			
