## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/N4_gc_bias_subtilis.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/N4_gc_bias_subtilis_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_N4_result_subtilis_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/N4_gc_bias_subtilis.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/NC_000964.3.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 08 16:03:48 CET 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	0	305	15	0	0			
All Reads	ALL	1	0	0	0	0	0			
All Reads	ALL	2	0	0	0	0	0			
All Reads	ALL	3	0	0	0	0	0			
All Reads	ALL	4	0	0	0	0	0			
All Reads	ALL	5	0	0	0	0	0			
All Reads	ALL	6	0	0	0	0	0			
All Reads	ALL	7	0	0	0	0	0			
All Reads	ALL	8	0	0	0	0	0			
All Reads	ALL	9	0	0	0	0	0			
All Reads	ALL	10	2	53	33	1,061245	0,145773			
All Reads	ALL	11	3	97	32	1,294852	0,131472			
All Reads	ALL	12	14	320	30	0,915359	0,05117			
All Reads	ALL	13	38	731	30	0,770377	0,028493			
All Reads	ALL	14	69	1548	29	0,898445	0,022835			
All Reads	ALL	15	139	3152	29	0,908115	0,016175			
All Reads	ALL	16	265	6304	29	0,952664	0,011999			
All Reads	ALL	17	415	11161	29	1,077022	0,010195			
All Reads	ALL	18	825	22194	29	1,077336	0,007232			
All Reads	ALL	19	1343	36767	29	1,096356	0,005718			
All Reads	ALL	20	2087	59994	29	1,151211	0,0047			
All Reads	ALL	21	3066	84905	29	1,108998	0,003806			
All Reads	ALL	22	4735	132376	29	1,11959	0,003077			
All Reads	ALL	23	7216	206402	29	1,145479	0,002521			
All Reads	ALL	24	9519	266283	29	1,120267	0,002171			
All Reads	ALL	25	12175	331214	29	1,089455	0,001893			
All Reads	ALL	26	16011	422611	29	1,057041	0,001626			
All Reads	ALL	27	20290	529231	29	1,044559	0,001436			
All Reads	ALL	28	26239	676806	29	1,032967	0,001256			
All Reads	ALL	29	34142	879198	29	1,031258	0,0011			
All Reads	ALL	30	42965	1097173	29	1,022657	0,000976			
All Reads	ALL	31	52238	1339143	29	1,026621	0,000887			
All Reads	ALL	32	63055	1619788	29	1,028746	0,000808			
All Reads	ALL	33	77300	1992799	29	1,032413	0,000731			
All Reads	ALL	34	90557	2332480	29	1,031491	0,000675			
All Reads	ALL	35	105249	2714603	29	1,032899	0,000627			
All Reads	ALL	36	121174	3152647	29	1,041923	0,000587			
All Reads	ALL	37	138318	3601717	29	1,042799	0,000549			
