## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/N6_gc_bias_coli.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/N6_gc_bias_coli_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_N6_result_coli_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/N6_gc_bias_coli.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/NC_000913.3.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 08 16:05:57 CET 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	0	43	13	0	0			
All Reads	ALL	1	0	0	0	0	0			
All Reads	ALL	2	0	0	0	0	0			
All Reads	ALL	3	0	0	0	0	0			
All Reads	ALL	4	0	0	0	0	0			
All Reads	ALL	5	0	0	0	0	0			
All Reads	ALL	6	0	0	0	0	0			
All Reads	ALL	7	0	0	0	0	0			
All Reads	ALL	8	0	0	0	0	0			
All Reads	ALL	9	0	0	0	0	0			
All Reads	ALL	10	0	0	0	0	0			
All Reads	ALL	11	0	0	0	0	0			
All Reads	ALL	12	4	8	23	0,688666	0,24348			
All Reads	ALL	13	23	49	31	0,733579	0,104797			
All Reads	ALL	14	30	59	27	0,677189	0,088162			
All Reads	ALL	15	93	218	27	0,807147	0,054667			
All Reads	ALL	16	149	366	29	0,845812	0,044211			
All Reads	ALL	17	242	516	28	0,734198	0,032321			
All Reads	ALL	18	354	913	30	0,888068	0,029391			
All Reads	ALL	19	618	1689	29	0,941066	0,022898			
All Reads	ALL	20	860	2129	28	0,852425	0,018474			
All Reads	ALL	21	1358	3250	29	0,824067	0,014455			
All Reads	ALL	22	1825	4428	29	0,835456	0,012555			
All Reads	ALL	23	2782	6835	29	0,84598	0,010233			
All Reads	ALL	24	3544	8147	28	0,791558	0,00877			
All Reads	ALL	25	4714	11134	28	0,813281	0,007708			
All Reads	ALL	26	6193	14215	28	0,790359	0,006629			
All Reads	ALL	27	7831	17768	29	0,781268	0,005861			
All Reads	ALL	28	10243	23424	28	0,787431	0,005145			
All Reads	ALL	29	12543	29006	29	0,796279	0,004675			
All Reads	ALL	30	14966	34151	29	0,785736	0,004252			
All Reads	ALL	31	17568	40532	29	0,794428	0,003946			
All Reads	ALL	32	20117	46656	29	0,798589	0,003697			
All Reads	ALL	33	23580	55284	29	0,807299	0,003433			
All Reads	ALL	34	27649	66110	29	0,823316	0,003202			
All Reads	ALL	35	31545	76497	29	0,835012	0,003019			
All Reads	ALL	36	35836	88355	29	0,848966	0,002856			
All Reads	ALL	37	39757	100022	29	0,866285	0,002739			
All Reads	ALL	38	45667	117020	29	0,882341	0,002579			
All Reads	ALL	39	53199	138706	29	0,897781	0,002411			
All Reads	ALL	40	62666	165634	29	0,910115	0,002236			
All Reads	ALL	41	72394	192688	29	0,916497	0,002088			
All Reads	ALL	42	85093	230821	29	0,934029	0,001944			
All Reads	ALL	43	99490	272676	29	0,943727	0,001807			
All Reads	ALL	44	116387	321389	29	0,950836	0,001677			
All Reads	ALL	45	136105	382509	29	0,967713	0,001565			
All Reads	ALL	46	157904	448166	29	0,977293	0,00146			
All Reads	ALL	47	181671	518442	29	0,982638	0,001365			
All Reads	ALL	48	208706	599464	29	0,989024	0,001277			
All Reads	ALL	49	234616	679224	29	0,99686	0,00121			
All Reads	ALL	50	257779	754325	28	1,007604	0,00116			
All Reads	ALL	51	280055	826070	28	1,015669	0,001117			
All Reads	ALL	52	292413	866592	28	1,020462	0,001096			
All Reads	ALL	53	298623	887970	28	1,023891	0,001087			
All Reads	ALL	54	292850	877722	28	1,032026	0,001102			
All Reads	ALL	55	275721	830471	28	1,037131	0,001138			
All Reads	ALL	56	250394	755384	28	1,038778	0,001195			
All Reads	ALL	57	218855	661073	28	1,040092	0,001279			
All Reads	ALL	58	186373	565232	28	1,044294	0,001389			
All Reads	ALL	59	152666	465904	28	1,050831	0,00154			
All Reads	ALL	60	120341	369936	28	1,058502	0,00174			
All Reads	ALL	61	91537	282159	28	1,061393	0,001998			
All Reads	ALL	62	66898	207795	28	1,069549	0,002346			
All Reads	ALL	63	47716	148642	28	1,072646	0,002782			
All Reads	ALL	64	32960	102817	29	1,074129	0,00335			
All Reads	ALL	65	22040	68310	29	1,067214	0,004083			
All Reads	ALL	66	14283	44266	28	1,06716	0,005072			
All Reads	ALL	67	8624	26672	28	1,064941	0,006521			
All Reads	ALL	68	5195	16085	28	1,06614	0,008406			
All Reads	ALL	69	3164	9721	28	1,057921	0,01073			
All Reads	ALL	70	1981	5938	28	1,03213	0,013394			
All Reads	ALL	71	1187	3481	29	1,009793	0,017115			
All Reads	ALL	72	707	2031	29	0,989166	0,021949			
All Reads	ALL	73	415	1222	29	1,013916	0,029005			
All Reads	ALL	74	171	516	30	1,03904	0,045741			
All Reads	ALL	75	64	187	29	1,006099	0,073573			
All Reads	ALL	76	44	139	30	1,08778	0,092264			
All Reads	ALL	77	61	208	30	1,17412	0,081411			
All Reads	ALL	78	61	223	31	1,258792	0,084295			
All Reads	ALL	79	42	164	32	1,344539	0,104991			
All Reads	ALL	80	9	27	33	1,033	0,198801			
All Reads	ALL	81	0	0	0	0	0			
All Reads	ALL	82	0	0	0	0	0			
All Reads	ALL	83	0	0	0	0	0			
All Reads	ALL	84	0	0	0	0	0			
All Reads	ALL	85	0	0	0	0	0			
All Reads	ALL	86	0	0	0	0	0			
All Reads	ALL	87	0	0	0	0	0			
All Reads	ALL	88	0	0	0	0	0			
All Reads	ALL	89	0	0	0	0	0			
