## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/N4_gc_bias_PAE.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/N4_gc_bias_PAE_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_N4_result_PAE_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/N4_gc_bias_PAE.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/CP013113.1_PAER4.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 08 16:05:53 CET 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	0	5	0	0	0			
All Reads	ALL	1	0	0	0	0	0			
All Reads	ALL	2	0	0	0	0	0			
All Reads	ALL	3	0	0	0	0	0			
All Reads	ALL	4	0	0	0	0	0			
All Reads	ALL	5	0	0	0	0	0			
All Reads	ALL	6	0	0	0	0	0			
All Reads	ALL	7	0	0	0	0	0			
All Reads	ALL	8	0	0	0	0	0			
All Reads	ALL	9	0	0	0	0	0			
All Reads	ALL	10	0	0	0	0	0			
All Reads	ALL	11	0	0	0	0	0			
All Reads	ALL	12	0	0	0	0	0			
All Reads	ALL	13	0	0	0	0	0			
All Reads	ALL	14	0	0	0	0	0			
All Reads	ALL	15	0	0	0	0	0			
All Reads	ALL	16	0	0	0	0	0			
All Reads	ALL	17	0	0	0	0	0			
All Reads	ALL	18	0	0	0	0	0			
All Reads	ALL	19	0	0	0	0	0			
All Reads	ALL	20	0	0	0	0	0			
All Reads	ALL	21	4	6	0	11,7754	4,807287			
All Reads	ALL	22	17	13	30	6,003145	1,664973			
All Reads	ALL	23	40	13	30	2,551337	0,707613			
All Reads	ALL	24	68	51	29	5,8877	0,824443			
All Reads	ALL	25	79	68	26	6,757191	0,81943			
All Reads	ALL	26	110	50	31	3,568303	0,504634			
All Reads	ALL	27	161	72	30	3,510678	0,413737			
All Reads	ALL	28	190	90	28	3,718547	0,391969			
All Reads	ALL	29	291	214	29	5,773048	0,394637			
All Reads	ALL	30	382	174	26	3,575776	0,271079			
All Reads	ALL	31	526	239	28	3,566946	0,230727			
All Reads	ALL	32	666	259	28	3,052881	0,189697			
All Reads	ALL	33	937	287	27	2,404511	0,141934			
All Reads	ALL	34	1344	455	27	2,657642	0,124592			
All Reads	ALL	35	1877	665	26	2,781261	0,107853			
All Reads	ALL	36	2492	890	27	2,803667	0,093979			
All Reads	ALL	37	2960	1101	25	2,919981	0,088001			
All Reads	ALL	38	3623	1282	27	2,77782	0,077582			
All Reads	ALL	39	4419	1806	23	3,208323	0,075495			
All Reads	ALL	40	5552	2405	22	3,400557	0,069341			
All Reads	ALL	41	6744	3017	24	3,5119	0,063937			
All Reads	ALL	42	7560	3298	25	3,424627	0,059633			
All Reads	ALL	43	8902	3887	25	3,427767	0,05498			
All Reads	ALL	44	10068	4926	21	3,840923	0,054725			
All Reads	ALL	45	11505	5764	20	3,93298	0,051804			
All Reads	ALL	46	13206	6656	19	3,956639	0,048498			
All Reads	ALL	47	14983	7566	19	3,964167	0,045574			
All Reads	ALL	48	16989	8951	17	4,136072	0,043717			
All Reads	ALL	49	19460	11829	16	4,771881	0,043875			
All Reads	ALL	50	22696	15521	15	5,368522	0,043092			
All Reads	ALL	51	26710	19373	14	5,693868	0,040908			
All Reads	ALL	52	32427	24395	14	5,905796	0,037812			
All Reads	ALL	53	38961	29633	14	5,970764	0,034685			
All Reads	ALL	54	46945	35269	14	5,897775	0,031404			
All Reads	ALL	55	56924	32401	14	4,468352	0,024824			
All Reads	ALL	56	69051	30204	14	3,433831	0,019758			
All Reads	ALL	57	87025	30948	14	2,791727	0,015869			
All Reads	ALL	58	110173	28881	15	2,057887	0,012109			
All Reads	ALL	59	140214	27523	17	1,540951	0,009288			
All Reads	ALL	60	177619	26931	20	1,190275	0,007253			
All Reads	ALL	61	220968	28901	22	1,026757	0,00604			
All Reads	ALL	62	271409	31230	25	0,9033	0,005111			
All Reads	ALL	63	323825	34041	26	0,825233	0,004473			
All Reads	ALL	64	371789	36652	26	0,773901	0,004042			
All Reads	ALL	65	415909	38952	26	0,735218	0,003725			
All Reads	ALL	66	451287	39718	27	0,690906	0,003467			
All Reads	ALL	67	473045	39450	27	0,65468	0,003296			
All Reads	ALL	68	475358	38000	27	0,627548	0,003219			
All Reads	ALL	69	458482	35341	27	0,605119	0,003219			
All Reads	ALL	70	428292	31916	27	0,584996	0,003275			
All Reads	ALL	71	384663	27400	28	0,559184	0,003378			
All Reads	ALL	72	329437	22283	28	0,530989	0,003557			
All Reads	ALL	73	272625	17891	27	0,515173	0,003852			
All Reads	ALL	74	215184	13434	27	0,490094	0,004228			
All Reads	ALL	75	161122	9748	27	0,474947	0,00481			
All Reads	ALL	76	114325	6663	27	0,457523	0,005605			
All Reads	ALL	77	76813	4179	27	0,427093	0,006607			
All Reads	ALL	78	48376	2404	26	0,390112	0,007956			
All Reads	ALL	79	29731	1487	26	0,392632	0,010182			
All Reads	ALL	80	17737	861	26	0,381072	0,012987			
All Reads	ALL	81	9989	438	25	0,34422	0,016447			
All Reads	ALL	82	5303	235	27	0,347881	0,022693			
All Reads	ALL	83	2646	116	26	0,344154	0,031954			
All Reads	ALL	84	1266	50	24	0,310042	0,043847			
All Reads	ALL	85	629	42	26	0,524183	0,080883			
All Reads	ALL	86	282	16	26	0,445405	0,111351			
All Reads	ALL	87	91	8	23	0,690133	0,243999			
All Reads	ALL	88	35	2	0	0,448587	0,317199			
All Reads	ALL	89	18	1	0	0,436126	0,436126			
All Reads	ALL	90	20	1	0	0,392513	0,392513			
All Reads	ALL	91	2	0	0	0	0			
All Reads	ALL	92	0	0	0	0	0			
All Reads	ALL	93	0	0	0	0	0			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


