## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/N6_gc_bias_kc.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/N6_gc_bias_kc_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_N6_result_kocuria_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/N6_gc_bias_kocuria.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/Kocuria_rhizophila_ATCC_9341.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 08 16:07:26 CET 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	0	1299	32	0	0			
All Reads	ALL	1	0	0	0	0	0			
All Reads	ALL	2	0	0	0	0	0			
All Reads	ALL	3	0	0	0	0	0			
All Reads	ALL	4	0	0	0	0	0			
All Reads	ALL	5	0	0	0	0	0			
All Reads	ALL	6	0	0	0	0	0			
All Reads	ALL	7	0	0	0	0	0			
All Reads	ALL	8	0	0	0	0	0			
All Reads	ALL	9	0	0	0	0	0			
All Reads	ALL	10	0	0	0	0	0			
All Reads	ALL	11	0	0	0	0	0			
All Reads	ALL	12	0	0	0	0	0			
All Reads	ALL	13	0	0	0	0	0			
All Reads	ALL	14	0	0	0	0	0			
All Reads	ALL	15	0	0	0	0	0			
All Reads	ALL	16	0	0	0	0	0			
All Reads	ALL	17	0	0	0	0	0			
All Reads	ALL	18	0	0	0	0	0			
All Reads	ALL	19	0	0	0	0	0			
All Reads	ALL	20	0	0	0	0	0			
All Reads	ALL	21	0	0	0	0	0			
All Reads	ALL	22	0	0	0	0	0			
All Reads	ALL	23	0	0	0	0	0			
All Reads	ALL	24	0	0	0	0	0			
All Reads	ALL	25	0	0	0	0	0			
All Reads	ALL	26	8	93	31	0,600943	0,062315			
All Reads	ALL	27	10	111	31	0,573804	0,054463			
All Reads	ALL	28	18	157	28	0,450887	0,035985			
All Reads	ALL	29	25	193	29	0,399078	0,028726			
All Reads	ALL	30	15	77	31	0,265363	0,030241			
All Reads	ALL	31	12	103	32	0,443707	0,04372			
All Reads	ALL	32	11	97	34	0,455847	0,046284			
All Reads	ALL	33	21	192	29	0,472631	0,034109			
All Reads	ALL	34	27	255	33	0,488221	0,030574			
All Reads	ALL	35	63	489	29	0,401244	0,018145			
All Reads	ALL	36	109	824	28	0,390788	0,013614			
All Reads	ALL	37	168	1438	30	0,442476	0,011668			
All Reads	ALL	38	212	1771	30	0,43184	0,010262			
All Reads	ALL	39	230	1847	30	0,415126	0,009659			
All Reads	ALL	40	256	2175	28	0,439197	0,009417			
All Reads	ALL	41	348	3527	28	0,523922	0,008822			
All Reads	ALL	42	457	4609	29	0,521352	0,007679			
All Reads	ALL	43	530	5585	30	0,544738	0,007289			
All Reads	ALL	44	583	6285	29	0,557285	0,00703			
All Reads	ALL	45	647	7152	29	0,571431	0,006757			
All Reads	ALL	46	790	9155	29	0,599062	0,006261			
All Reads	ALL	47	996	12182	28	0,632266	0,005728			
All Reads	ALL	48	1254	16568	26	0,682988	0,005306			
All Reads	ALL	49	1711	26484	27	0,800155	0,004917			
All Reads	ALL	50	2182	33936	27	0,803982	0,004364			
All Reads	ALL	51	2944	44126	26	0,774813	0,003689			
All Reads	ALL	52	3939	60579	26	0,795017	0,00323			
All Reads	ALL	53	4874	77342	27	0,820295	0,00295			
All Reads	ALL	54	5808	97090	25	0,864148	0,002773			
All Reads	ALL	55	7226	123251	26	0,881724	0,002512			
All Reads	ALL	56	9018	161943	27	0,928308	0,002307			
All Reads	ALL	57	11923	224160	27	0,971881	0,002053			
All Reads	ALL	58	15278	290770	28	0,983838	0,001825			
All Reads	ALL	59	18839	370400	28	1,016374	0,00167			
All Reads	ALL	60	23375	470903	29	1,041406	0,001518			
All Reads	ALL	61	30986	630756	30	1,052292	0,001325			
All Reads	ALL	62	41394	855793	30	1,068739	0,001155			
All Reads	ALL	63	53743	1116620	30	1,074048	0,001016			
All Reads	ALL	64	69641	1449540	30	1,075983	0,000894			
