Sample                          mapping_N6_result_coli_sorted	Sample                          mapping_N6_result_subtilis_sorted	Sample                          mapping_N6_result_PAE_sorted	Sample                          mapping_N6_result_kocuria_sorted
Library                         DefaultLib	Library                         DefaultLib	Library                         DefaultLib	Library                         DefaultLib
#QCFail                         0	#QCFail                         0	#QCFail                         0	#QCFail                         0
QCFailFraction                  0	QCFailFraction                  0	QCFailFraction                  0	QCFailFraction                  0
#DuplicateMarked                0	#DuplicateMarked                0	#DuplicateMarked                0	#DuplicateMarked                0
DuplicateFraction               0	DuplicateFraction               0	DuplicateFraction               0	DuplicateFraction               0
#Unmapped                       0	#Unmapped                       0	#Unmapped                       0	#Unmapped                       0
UnmappedFraction                0	UnmappedFraction                0	UnmappedFraction                0	UnmappedFraction                0
#Mapped                         13479867	#Mapped                         7269786	#Mapped                         46278712	#Mapped                         52170620
MappedFraction                  1	MappedFraction                  1	MappedFraction                  1	MappedFraction                  1
#MappedRead1                    13479867	#MappedRead1                    7269786	#MappedRead1                    46278712	#MappedRead1                    27432750
#MappedRead2                    0	#MappedRead2                    0	#MappedRead2                    0	#MappedRead2                    24737870
RatioMapped2vsMapped1           0	RatioMapped2vsMapped1           0	RatioMapped2vsMapped1           0	RatioMapped2vsMapped1           0.901764
#MappedForward                  6739097	#MappedForward                  3634261	#MappedForward                  23137467	#MappedForward                  26096705
MappedForwardFraction           0.499938	MappedForwardFraction           0.499913	MappedForwardFraction           0.499959	MappedForwardFraction           0.500218
#MappedReverse                  6740770	#MappedReverse                  3635525	#MappedReverse                  23141245	#MappedReverse                  26073915
MappedReverseFraction           0.500062	MappedReverseFraction           0.500087	MappedReverseFraction           0.500041	MappedReverseFraction           0.499782
#SecondaryAlignments            0	#SecondaryAlignments            0	#SecondaryAlignments            0	#SecondaryAlignments            0
SecondaryAlignmentFraction      0	SecondaryAlignmentFraction      0	SecondaryAlignmentFraction      0	SecondaryAlignmentFraction      0
#SupplementaryAlignments        0	#SupplementaryAlignments        0	#SupplementaryAlignments        0	#SupplementaryAlignments        0
SupplementaryAlignmentFraction  0	SupplementaryAlignmentFraction  0	SupplementaryAlignmentFraction  0	SupplementaryAlignmentFraction  0
#SplicedAlignments              0	#SplicedAlignments              0	#SplicedAlignments              0	#SplicedAlignments              0
SplicedAlignmentFraction        0	SplicedAlignmentFraction        0	SplicedAlignmentFraction        0	SplicedAlignmentFraction        0
#Pairs                          0	#Pairs                          0	#Pairs                          0	#Pairs                          24840219
#MappedPairs                    0	#MappedPairs                    0	#MappedPairs                    0	#MappedPairs                    24689755
MappedPairsFraction             0	MappedPairsFraction             0	MappedPairsFraction             0	MappedPairsFraction             0.993943
#MappedSameChr                  0	#MappedSameChr                  0	#MappedSameChr                  0	#MappedSameChr                  24689755
MappedSameChrFraction           0	MappedSameChrFraction           0	MappedSameChrFraction           0	MappedSameChrFraction           0.993943
#MappedProperPair               0	#MappedProperPair               0	#MappedProperPair               0	#MappedProperPair               19753009
MappedProperFraction            0	MappedProperFraction            0	MappedProperFraction            0	MappedProperFraction            0.795203
#ReferenceBp                    4641652	#ReferenceBp                    4215606	#ReferenceBp                    6504659	#ReferenceBp                    2696980
#ReferenceNs                    0	#ReferenceNs                    0	#ReferenceNs                    0	#ReferenceNs                    0
#AlignedBases                   1005738922	#AlignedBases                   541917244	#AlignedBases                   3437575382	#AlignedBases                   3821113837
#MatchedBases                   1004507172	#MatchedBases                   541250844	#MatchedBases                   3433496307	#MatchedBases                   3817636386
MatchRate                       0.998775	MatchRate                       0.99877	MatchRate                       0.998813	MatchRate                       0.99909
#MismatchedBases                1231750	#MismatchedBases                666400	#MismatchedBases                4079075	#MismatchedBases                3477451
MismatchRate                    0.00122472	MismatchRate                    0.00122971	MismatchRate                    0.00118661	MismatchRate                    0.000910062
#DeletionsCigarD                27149	#DeletionsCigarD                16286	#DeletionsCigarD                86130	#DeletionsCigarD                95576
