Sample                          mapping_N2_result_coli_sorted	Sample                          mapping_N2_result_subtilis_sorted	Sample                          mapping_N2_result_PAE_sorted	Sample                          mapping_N2_result_kocuria_sorted
Library                         DefaultLib	Library                         DefaultLib	Library                         DefaultLib	Library                         DefaultLib
#QCFail                         0	#QCFail                         0	#QCFail                         0	#QCFail                         0
QCFailFraction                  0	QCFailFraction                  0	QCFailFraction                  0	QCFailFraction                  0
#DuplicateMarked                0	#DuplicateMarked                0	#DuplicateMarked                0	#DuplicateMarked                0
DuplicateFraction               0	DuplicateFraction               0	DuplicateFraction               0	DuplicateFraction               0
#Unmapped                       0	#Unmapped                       0	#Unmapped                       0	#Unmapped                       0
UnmappedFraction                0	UnmappedFraction                0	UnmappedFraction                0	UnmappedFraction                0
#Mapped                         21727744	#Mapped                         10053884	#Mapped                         57828063	#Mapped                         33819586
MappedFraction                  1	MappedFraction                  1	MappedFraction                  1	MappedFraction                  1
#MappedRead1                    21727744	#MappedRead1                    10053884	#MappedRead1                    57828063	#MappedRead1                    17789632
#MappedRead2                    0	#MappedRead2                    0	#MappedRead2                    0	#MappedRead2                    16029954
RatioMapped2vsMapped1           0	RatioMapped2vsMapped1           0	RatioMapped2vsMapped1           0	RatioMapped2vsMapped1           0.901084
#MappedForward                  10863675	#MappedForward                  5025668	#MappedForward                  28909729	#MappedForward                  16917847
MappedForwardFraction           0.499991	MappedForwardFraction           0.499873	MappedForwardFraction           0.499926	MappedForwardFraction           0.500238
#MappedReverse                  10864069	#MappedReverse                  5028216	#MappedReverse                  28918334	#MappedReverse                  16901739
MappedReverseFraction           0.500009	MappedReverseFraction           0.500127	MappedReverseFraction           0.500074	MappedReverseFraction           0.499762
#SecondaryAlignments            0	#SecondaryAlignments            0	#SecondaryAlignments            0	#SecondaryAlignments            0
SecondaryAlignmentFraction      0	SecondaryAlignmentFraction      0	SecondaryAlignmentFraction      0	SecondaryAlignmentFraction      0
#SupplementaryAlignments        0	#SupplementaryAlignments        0	#SupplementaryAlignments        0	#SupplementaryAlignments        0
SupplementaryAlignmentFraction  0	SupplementaryAlignmentFraction  0	SupplementaryAlignmentFraction  0	SupplementaryAlignmentFraction  0
#SplicedAlignments              0	#SplicedAlignments              0	#SplicedAlignments              0	#SplicedAlignments              0
SplicedAlignmentFraction        0	SplicedAlignmentFraction        0	SplicedAlignmentFraction        0	SplicedAlignmentFraction        0
#Pairs                          0	#Pairs                          0	#Pairs                          0	#Pairs                          16091863
#MappedPairs                    0	#MappedPairs                    0	#MappedPairs                    0	#MappedPairs                    16000806
MappedPairsFraction             0	MappedPairsFraction             0	MappedPairsFraction             0	MappedPairsFraction             0.994341
#MappedSameChr                  0	#MappedSameChr                  0	#MappedSameChr                  0	#MappedSameChr                  16000806
MappedSameChrFraction           0	MappedSameChrFraction           0	MappedSameChrFraction           0	MappedSameChrFraction           0.994341
#MappedProperPair               0	#MappedProperPair               0	#MappedProperPair               0	#MappedProperPair               11967907
MappedProperFraction            0	MappedProperFraction            0	MappedProperFraction            0	MappedProperFraction            0.743724
#ReferenceBp                    4641652	#ReferenceBp                    4215606	#ReferenceBp                    6504659	#ReferenceBp                    2696980
#ReferenceNs                    0	#ReferenceNs                    0	#ReferenceNs                    0	#ReferenceNs                    0
#AlignedBases                   1618695471	#AlignedBases                   748028102	#AlignedBases                   4292566421	#AlignedBases                   2470462405
#MatchedBases                   1616541495	#MatchedBases                   747003309	#MatchedBases                   4286924435	#MatchedBases                   2468051257
MatchRate                       0.998669	MatchRate                       0.99863	MatchRate                       0.998686	MatchRate                       0.999024
#MismatchedBases                2153976	#MismatchedBases                1024793	#MismatchedBases                5641986	#MismatchedBases                2411148
MismatchRate                    0.00133069	MismatchRate                    0.00136999	MismatchRate                    0.00131436	MismatchRate                    0.000975991
#DeletionsCigarD                51176	#DeletionsCigarD                27318	#DeletionsCigarD                127025	#DeletionsCigarD                70431
DeletionRate                    3.16156e-05	DeletionRate                    3.652e-05	DeletionRate                    2.95919e-05	DeletionRate                    2.85092e-05
HomopolymerContextDel           0.253224	HomopolymerContextDel           0.362801	HomopolymerContextDel           0.206085	HomopolymerContextDel           0.312277
#InsertionsCigarI               264179	#InsertionsCigarI               191578	#InsertionsCigarI               369044	#InsertionsCigarI               656403
InsertionRate                   0.000163205	InsertionRate                   0.000256111	InsertionRate                   8.59728e-05	InsertionRate                   0.0002657
HomopolymerContextIns           0.670008	HomopolymerContextIns           0.796438	HomopolymerContextIns           0.480059	HomopolymerContextIns           0.416065
#SoftClippedBases               0	#SoftClippedBases               0	#SoftClippedBases               0	#SoftClippedBases               1605680
SoftClipRate                    0	SoftClipRate                    0	SoftClipRate                    0	SoftClipRate                    0.000649951
#HardClippedBases               0	#HardClippedBases               0	#HardClippedBases               0	#HardClippedBases               0
HardClipRate                    0	HardClipRate                    0	HardClipRate                    0	HardClipRate                    0
ErrorRate                       0.00152551	ErrorRate                       0.00166262	ErrorRate                       0.00142993	ErrorRate                       0.00192015
MedianReadLength                76	MedianReadLength                76	MedianReadLength                76	MedianReadLength                76:76
DefaultLibraryLayout            0	DefaultLibraryLayout            0	DefaultLibraryLayout            0	DefaultLibraryLayout            2
MedianInsertSize                0	MedianInsertSize                0	MedianInsertSize                0	MedianInsertSize                422
MedianCoverage                  329	MedianCoverage                  161	MedianCoverage                  638	MedianCoverage                  844
SDCoverage                      28.5296	SDCoverage                      28.8343	SDCoverage                      36.9924	SDCoverage                      74.3559
CoveredBp                       4637314	CoveredBp                       4082468	CoveredBp                       6335763	CoveredBp                       2696980
FractionCovered                 0.999065	FractionCovered                 0.968418	FractionCovered                 0.974035	FractionCovered                 1
BpCov1ToCovNRatio               1.50949e-06	BpCov1ToCovNRatio               5.78082e-05	BpCov1ToCovNRatio               4.79816e-05	BpCov1ToCovNRatio               0
BpCov1ToCov2Ratio               2.33333	BpCov1ToCov2Ratio               2.26923	BpCov1ToCov2Ratio               1.75723	BpCov1ToCov2Ratio               0
MedianMAPQ                      42	MedianMAPQ                      42	MedianMAPQ                      42	MedianMAPQ                      44
